freq,mag(Zin2)
4205000000.0000000000,0.3047799075
4210000000.0000000000,0.3084166749
4215000000.0000000000,0.3172475522
4220000000.0000004768,0.3308001759
4224999999.9999995232,0.3485212636
4229999999.9999995232,0.3698129456
4235000000.0000004768,0.3940977688
4240000000.0000000000,0.4207771829
4245000000.0000000000,0.4494565717
4250000000.0000000000,0.4797849932
4255000000.0000000000,0.5114698482
4260000000.0000000000,0.5442749207
4264999999.9999995232,0.5778786587
4270000000.0000004768,0.6122347236
4275000000.0000004768,0.6472354500
4279999999.9999995232,0.6827822131
4285000000.0000000000,0.7187944919
4290000000.0000000000,0.7550518291
4295000000.0000000000,0.7916328846
4300000000.0000000000,0.8285077489
4305000000.0000000000,0.8656392842
4310000000.0000009537,0.9029962213
4314999999.9999990463,0.9403938585
4320000000.0000000000,0.9779514201
4325000000.0000000000,1.0156629898
4330000000.0000000000,1.0535123707
4335000000.0000000000,1.0914855575
4340000000.0000000000,1.1294037309
4345000000.0000009537,1.1674092758
4350000000.0000000000,1.2055046520
4355000000.0000000000,1.2436818987
4360000000.0000000000,1.2819339871
4365000000.0000000000,1.3200887001
4370000000.0000000000,1.3582953515
4375000000.0000000000,1.3965585601
4380000000.0000000000,1.4348740597
4385000000.0000000000,1.4732380225
4390000000.0000000000,1.5114826890
4395000000.0000000000,1.5497608260
4400000000.0000000000,1.5880769728
4404999999.9999990463,1.6264286734
4410000000.0000000000,1.6648136960
4415000000.0000000000,1.7030539446
4420000000.0000000000,1.7413171085
4425000000.0000000000,1.7796072122
4430000000.0000000000,1.8179227608
4435000000.0000009537,1.8562623822
4439999999.9999990463,1.8944593364
4445000000.0000000000,1.9326737708
4450000000.0000000000,1.9709080334
4455000000.0000000000,2.0091611812
4460000000.0000000000,2.0474323411
4465000000.0000000000,2.0855433465
4470000000.0000009537,2.1236686621
4475000000.0000000000,2.1618091950
4480000000.0000000000,2.1999643263
4485000000.0000000000,2.2381330609
4490000000.0000000000,2.2761544681
4495000000.0000000000,2.3141883843
4500000000.0000000000,2.3522343639
4505000000.0000000000,2.3902919894
4510000000.0000000000,2.4283584343
4515000000.0000000000,2.4662614647
4520000000.0000000000,2.5041745588
4525000000.0000000000,2.5420974146
4529999999.9999990463,2.5800297479
4535000000.0000000000,2.6179673670
4540000000.0000000000,2.6557607188
4545000000.0000000000,2.6935624342
4550000000.0000000000,2.7313723027
4555000000.0000000000,2.7691901253
4560000000.0000009537,2.8070097481
4564999999.9999990463,2.8446779441
4570000000.0000000000,2.8823532169
4575000000.0000000000,2.9200354187
4580000000.0000000000,2.9577244092
4585000000.0000000000,2.9954123435
4590000000.0000000000,3.0329516756
4595000000.0000009537,3.0704971288
4600000000.0000000000,3.1080485974
4605000000.0000000000,3.1456059806
4610000000.0000000000,3.1831601558
4615000000.0000000000,3.2205754353
4620000000.0000000000,3.2579960936
4625000000.0000000000,3.2954220540
4630000000.0000000000,3.3328532428
4635000000.0000000000,3.3702783710
4640000000.0000000000,3.4075594071
4645000000.0000000000,3.4448452145
4650000000.0000000000,3.4821357369
4654999999.9999990463,3.5194309200
4660000000.0000000000,3.5567195120
4665000000.0000000000,3.5938858106
4670000000.0000000000,3.6310563870
4675000000.0000000000,3.6682311986
4680000000.0000000000,3.7054102040
4685000000.0000009537,3.7425790091
4689999999.9999990463,3.7796108216
4695000000.0000000000,3.8166465040
4700000000.0000000000,3.8536860224
4705000000.0000000000,3.8907293437
4710000000.0000000000,3.9277612982
4715000000.0000000000,3.9646661888
4720000000.0000009537,4.0015745920
4725000000.0000000000,4.0384864789
4730000000.0000000000,4.0754018212
4735000000.0000000000,4.1123043246
4740000000.0000000000,4.1490849382
4745000000.0000000000,4.1858687316
4750000000.0000000000,4.2226556784
4755000000.0000000000,4.2594457525
4760000000.0000000000,4.2962199682
4765000000.0000000000,4.3328658880
4770000000.0000000000,4.3695146855
4775000000.0000000000,4.4061663339
4779999999.9999990463,4.4428208066
4785000000.0000000000,4.4794609458
4790000000.0000000000,4.5159962037
4795000000.0000000000,4.5525340271
4800000000.0000000000,4.5890743869
4805000000.0000000000,4.6256172537
4810000000.0000009537,4.6621439811
4814999999.9999990463,4.6985665619
4820000000.0000000000,4.7349913906
4825000000.0000000000,4.7714184330
4830000000.0000000000,4.8078476550
4835000000.0000000000,4.8442566391
4840000000.0000000000,4.8805501255
4845000000.0000009537,4.9168455175
4850000000.0000000000,4.9531427738
4855000000.0000000000,4.9894418531
4860000000.0000000000,5.0257213068
4865000000.0000000000,5.0618987728
4870000000.0000000000,5.0980777712
4875000000.0000000000,5.1342582505
4880000000.0000000000,5.1704401592
4885000000.0000000000,5.2066009833
4890000000.0000000000,5.2426624831
4895000000.0000000000,5.2787250823
4900000000.0000000000,5.3147887159
4904999999.9999990463,5.3508533190
4910000000.0000000000,5.3868980859
4915000000.0000000000,5.4228573118
4920000000.0000000000,5.4588171319
4925000000.0000000000,5.4947774634
4930000000.0000000000,5.5307382236
4935000000.0000009537,5.5666746924
4939999999.9999990463,5.6025157764
4945000000.0000000000,5.6383568545
4950000000.0000000000,5.6741978204
4955000000.0000000000,5.7100385682
4960000000.0000000000,5.7458569585
4965000000.0000000000,5.7815949298
4970000000.0000009537,5.8173321617
4975000000.0000000000,5.8530685171
4980000000.0000000000,5.8888038590
4985000000.0000000000,5.9245161047
4990000000.0000000000,5.9601524653
4995000000.0000000000,5.9957871777
5000000000.0000000000,6.0314200635
5005000000.0000000000,6.0670509452
5010000000.0000000000,6.1026548870
5015000000.0000000000,6.1381774254
5020000000.0000000000,6.1736971861
5025000000.0000000000,6.2092139348
5029999999.9999990463,6.2447274385
5035000000.0000000000,6.2802198187
5040000000.0000000000,6.3156553989
5045000000.0000000000,6.3510867344
5050000000.0000000000,6.3865135139
5055000000.0000000000,6.4219354279
5060000000.0000009537,6.4573305874
5064999999.9999990463,6.4926590678
5070000000.0000000000,6.5279814273
5075000000.0000000000,6.5632972466
5080000000.0000000000,6.5986061089
5085000000.0000000000,6.6338941302
5090000000.0000000000,6.6691381884
5095000000.0000009537,6.7043736109
5100000000.0000000000,6.7395998229
5105000000.0000000000,6.7748162539
5110000000.0000000000,6.8100076417
5115000000.0000000000,6.8451508204
5120000000.0000000000,6.8802820077
5125000000.0000000000,6.9154004003
5130000000.0000000000,6.9505052008
5135000000.0000000000,6.9855930307
5140000000.0000000000,7.0206592291
5145000000.0000000000,7.0557087539
5150000000.0000000000,7.0907404524
5154999999.9999990463,7.1257531811
5160000000.0000000000,7.1607487177
5165000000.0000000000,7.1957293323
5170000000.0000000000,7.2306866945
5175000000.0000000000,7.2656191034
5180000000.0000000000,7.3005248724
5185000000.0000009537,7.3354204582
5189999999.9999990463,7.3703247748
5195000000.0000000000,7.4051962849
5200000000.0000000000,7.4400323882
5205000000.0000000000,7.4748305086
5210000000.0000000000,7.5096316095
5215000000.0000000000,7.5444782625
5220000000.0000009537,7.5792777252
5225000000.0000000000,7.6140258610
5230000000.0000000000,7.6487185772
5235000000.0000000000,7.6834292478
5240000000.0000000000,7.7182271101
5245000000.0000000000,7.7529557593
5250000000.0000000000,7.7876083181
5255000000.0000000000,7.8221779973
5260000000.0000000000,7.8567976058
5265000000.0000000000,7.8915809581
5270000000.0000000000,7.9262604586
5275000000.0000000000,7.9608241391
5279999999.9999990463,7.9952602298
5285000000.0000000000,8.0297877585
5290000000.0000000000,8.0645797061
5295000000.0000000000,8.0992150357
5300000000.0000000000,8.1336722449
5305000000.0000000000,8.1679303339
5310000000.0000009537,8.2023484728
5314999999.9999990463,8.2371956021
5320000000.0000000000,8.2718153215
5325000000.0000000000,8.3061694126
5330000000.0000000000,8.3402210216
5335000000.0000000000,8.3744830474
5340000000.0000000000,8.4093567375
5345000000.0000009537,8.4439574594
5350000000.0000000000,8.4782252525
5355000000.0000000000,8.5121033406
5360000000.0000000000,8.5460879161
5365000000.0000000000,8.5807030691
5370000000.0000000000,8.6151663770
5375000000.0000000000,8.6494068615
5380000000.0000000000,8.6833569308
5385000000.0000000000,8.7171126231
5390000000.0000000000,8.7511423750
5395000000.0000000000,8.7853397258
5400000000.0000000000,8.8196354138
5404999999.9999990463,8.8539587471
5410000000.0000000000,8.8878756378
5415000000.0000000000,8.9215427490
5420000000.0000000000,8.9555526229
5425000000.0000000000,8.9898435072
5430000000.0000000000,9.0243508519
5435000000.0000009537,9.0584621673
5439999999.9999990463,9.0921161380
5445000000.0000000000,9.1260630632
5450000000.0000000000,9.1602605737
5455000000.0000000000,9.1946650846
5460000000.0000000000,9.2287683661
5465000000.0000000000,9.2624772560
5470000000.0000009537,9.2963802007
5475000000.0000000000,9.3304527929
5480000000.0000000000,9.3646702725
5485000000.0000000000,9.3986781289
5490000000.0000000000,9.4324136665
5495000000.0000000000,9.4662716205
5500000000.0000000000,9.5002384624
5505000000.0000000000,9.5343005744
5510000000.0000000000,9.5682158213
5515000000.0000000000,9.6019492229
5520000000.0000000000,9.6357614118
5525000000.0000000000,9.6696447062
5529999999.9999990463,9.7035914057
5535000000.0000000000,9.7374231119
5540000000.0000000000,9.7711213881
5545000000.0000000000,9.8048723624
5550000000.0000000000,9.8386714856
5555000000.0000000000,9.8725142083
5560000000.0000009537,9.9062681841
5564999999.9999990463,9.9399257386
5570000000.0000000000,9.9736202308
5575000000.0000000000,10.0073488381
5580000000.0000000000,10.0411087413
5585000000.0000000000,10.0747981178
5590000000.0000000000,10.1084157814
5595000000.0000009537,10.1420605650
5600000000.0000000000,10.1757306401
5605000000.0000000000,10.2094241820
5610000000.0000000000,10.2430451821
5615000000.0000000000,10.2765967360
5620000000.0000000000,10.3101689857
5625000000.0000000000,10.3437607036
5630000000.0000000000,10.3773706655
5635000000.0000000000,10.4109293982
5640000000.0000000000,10.4444421554
5645000000.0000000000,10.4779714108
5650000000.0000000000,10.5115163105
5654999999.9999990463,10.5450760030
5660000000.0000000000,10.5785789789
5665000000.0000000000,10.6120335655
5670000000.0000000000,10.6455017421
5675000000.0000000000,10.6789828986
5680000000.0000000000,10.7124764266
5685000000.0000009537,10.7459190114
5689999999.9999990463,10.7793205257
5695000000.0000000000,10.8127336022
5700000000.0000000000,10.8461577939
5705000000.0000000000,10.8795926556
5710000000.0000000000,10.9129774759
5715000000.0000000000,10.9463240520
5720000000.0000009537,10.9796807428
5725000000.0000000000,11.0130472142
5730000000.0000000000,11.0464231331
5735000000.0000000000,11.0797503670
5740000000.0000000000,11.1130423135
5745000000.0000000000,11.1463433272
5750000000.0000000000,11.1796531534
5755000000.0000000000,11.2129715383
5760000000.0000000000,11.2462453290
5765000000.0000000000,11.2794886204
5770000000.0000000000,11.3127402114
5775000000.0000000000,11.3459999047
5779999999.9999990463,11.3792675041
5785000000.0000000000,11.4124949971
5790000000.0000000000,11.4456967212
5795000000.0000000000,11.4789061815
5800000000.0000000000,11.5121232233
5805000000.0000000000,11.5453476920
5810000000.0000009537,11.5785268990
5814999999.9999990463,11.6116782780
5820000000.0000000000,11.6448369632
5825000000.0000000000,11.6780028319
5830000000.0000000000,11.7111757615
5835000000.0000000000,11.7443061046
5840000000.0000000000,11.7774118179
5845000000.0000009537,11.8105245156
5850000000.0000000000,11.8436440993
5855000000.0000000000,11.8767704706
5860000000.0000000000,11.9098508419
5865000000.0000000000,11.9429058637
5870000000.0000000000,11.9759676276
5875000000.0000000000,12.0090360537
5880000000.0000000000,12.0421110626
5885000000.0000000000,12.0751456855
5890000000.0000000000,12.1081596659
5895000000.0000000000,12.1411802070
5900000000.0000000000,12.1742072438
5904999999.9999990463,12.2072407116
5910000000.0000000000,12.2402357566
5915000000.0000000000,12.2732124693
5920000000.0000000000,12.3061956079
5925000000.0000000000,12.3391851193
5930000000.0000000000,12.3721809505
5935000000.0000009537,12.4051326806
5939999999.9999990463,12.4380642252
5945000000.0000000000,12.4710020965
5950000000.0000000000,12.5039462506
5955000000.0000000000,12.5368966440
5960000000.0000000000,12.5698042106
5965000000.0000000000,12.6026934809
5970000000.0000009537,12.6355890037
5975000000.0000000000,12.6684907431
5980000000.0000000000,12.7013986633
5985000000.0000000000,12.7342622544
5990000000.0000000000,12.7671080407
5995000000.0000000000,12.7999600269
6000000000.0000000000,12.8328181834
6005000000.0000000000,12.8656824805
6010000000.0000000000,12.8985113199
6015000000.0000000000,12.9313275577
6020000000.0000000000,12.9641499678
6025000000.0000000000,12.9969785257
6029999999.9999990463,13.0298132069
6035000000.0000000000,13.0626119339
6040000000.0000000000,13.0953987950
6045000000.0000000000,13.1281918070
6050000000.0000000000,13.1609909499
6055000000.0000000000,13.1937962036
6060000000.0000009537,13.2265533390
6064999999.9999990463,13.2592946120
6070000000.0000000000,13.2920420321
6075000000.0000000000,13.3247955828
6080000000.0000000000,13.3575552477
6085000000.0000000000,13.3902786380
6090000000.0000000000,13.4229919105
6095000000.0000009537,13.4557113289
6100000000.0000000000,13.4884368799
6105000000.0000000000,13.5211685500
6110000000.0000000000,13.5538584305
6115000000.0000000000,13.5865370944
6120000000.0000000000,13.6192219159
6125000000.0000000000,13.6519128843
6130000000.0000000000,13.6846099888
6135000000.0000000000,13.7172719712
6140000000.0000000000,13.7499260061
6145000000.0000000000,13.7825862114
6150000000.0000000000,13.8152525785
6154999999.9999990463,13.8479250991
6160000000.0000000000,13.8805560705
6165000000.0000000000,13.9131778578
6170000000.0000000000,13.9458058386
6175000000.0000000000,13.9784400065
6180000000.0000000000,14.0110803549
6185000000.0000009537,14.0436798915
6189999999.9999990463,14.0762714061
6195000000.0000000000,14.1088691421
6200000000.0000000000,14.1414730947
6205000000.0000000000,14.1740832591
6210000000.0000000000,14.2066577425
6215000000.0000000000,14.2392265732
6220000000.0000009537,14.2718016504
6225000000.0000000000,14.3043829708
6230000000.0000000000,14.3369705310
6235000000.0000000000,14.3695163989
6240000000.0000000000,14.4020558037
6245000000.0000000000,14.4346014890
6250000000.0000000000,14.4671534529
6255000000.0000000000,14.4997116933
6260000000.0000000000,14.5322359889
6265000000.0000000000,14.5647566172
6270000000.0000000000,14.5972835609
6275000000.0000000000,14.6298168192
6279999999.9999990463,14.6623563912
6285000000.0000000000,14.6948545547
6290000000.0000000000,14.7273480456
6295000000.0000000000,14.7598478873
6300000000.0000000000,14.7923540798
6305000000.0000000000,14.8248666233
6310000000.0000009537,14.8573363226
6314999999.9999990463,14.8898018861
6320000000.0000000000,14.9222738407
6325000000.0000000000,14.9547521871
6330000000.0000000000,14.9872369266
6335000000.0000000000,15.0196873339
6340000000.0000000000,15.0521361167
6345000000.0000009537,15.0845913269
6350000000.0000000000,15.1170529664
6355000000.0000000000,15.1495210369
6360000000.0000000000,15.1819570386
6365000000.0000000000,15.2143925109
6370000000.0000000000,15.2468344567
6375000000.0000000000,15.2792828786
6380000000.0000000000,15.3117377791
6385000000.0000000000,15.3441578350
6390000000.0000000000,15.3765775396
6395000000.0000000000,15.4090037601
6400000000.0000000000,15.4414364997
6404999999.9999990463,15.4738757614
6409999999.9999990463,15.5062723145
6415000000.0000009537,15.5386679849
6420000000.0000000000,15.5710702130
6425000000.0000000000,15.6034790025
6430000000.0000000000,15.6358943572
6435000000.0000000000,15.6682768320
6440000000.0000000000,15.7006605279
6445000000.0000000000,15.7330508303
6450000000.0000000000,15.7654477433
6455000000.0000000000,15.7978512713
6459999999.9999990463,15.8302123127
6465000000.0000009537,15.8625739998
6470000000.0000009537,15.8949423334
6475000000.0000000000,15.9273173181
6480000000.0000000000,15.9596989587
6484999999.9999990463,15.9920560174
6490000000.0000000000,16.0244163964
6495000000.0000000000,16.0567834735
6500000000.0000000000,16.0891572538
6505000000.0000000000,16.1215377426
6510000000.0000000000,16.1538750607
6515000000.0000009537,16.1862144097
6520000000.0000000000,16.2185605015
6525000000.0000000000,16.2509133417
6529999999.9999990463,16.2832729359
6534999999.9999990463,16.3155993660
6540000000.0000009537,16.3479293429
6545000000.0000000000,16.3802661100
6550000000.0000000000,16.4126096735
6555000000.0000000000,16.4449600391
6560000000.0000000000,16.4772780402
6565000000.0000000000,16.5096002035
6570000000.0000000000,16.5419292056
6575000000.0000000000,16.5742650525
6580000000.0000000000,16.6066077505
6584999999.9999990463,16.6389157576
6590000000.0000009537,16.6712283465
6595000000.0000009537,16.7035478217
6600000000.0000000000,16.7358741899
6605000000.0000000000,16.7682074576
6609999999.9999990463,16.8005083917
6615000000.0000000000,16.8328145717
6620000000.0000000000,16.8651276910
6625000000.0000000000,16.8974477564
6630000000.0000000000,16.9297747748
6635000000.0000000000,16.9620686107
6640000000.0000009537,16.9943681862
6645000000.0000000000,17.0266747502
6650000000.0000000000,17.0589883097
6654999999.9999990463,17.0913088719
6659999999.9999990463,17.1235953648
6665000000.0000009537,17.1558880970
6670000000.0000000000,17.1881878630
6675000000.0000000000,17.2204946703
6680000000.0000000000,17.2528085261
6685000000.0000000000,17.2850916698
6690000000.0000000000,17.3173816051
6695000000.0000000000,17.3496786291
6700000000.0000000000,17.3819827491
6705000000.0000000000,17.4142938150
6709999999.9999990463,17.4465706212
6715000000.0000009537,17.4788545576
6720000000.0000009537,17.5111456321
6725000000.0000000000,17.5434438525
6730000000.0000000000,17.5757486507
6734999999.9999990463,17.6080228083
6740000000.0000000000,17.6403041508
6745000000.0000000000,17.6725926861
6750000000.0000000000,17.7048884224
6755000000.0000000000,17.7371905894
6760000000.0000000000,17.7694710545
6765000000.0000009537,17.8017587529
6770000000.0000000000,17.8340536928
6775000000.0000000000,17.8663558822
6779999999.9999990463,17.8986639442
6784999999.9999990463,17.9309436206
6790000000.0000009537,17.9632305821
6795000000.0000000000,17.9955248370
6800000000.0000000000,18.0278263936
6805000000.0000000000,18.0601333805
6810000000.0000000000,18.0924110524
6815000000.0000000000,18.1246960642
6820000000.0000000000,18.1569884245
6825000000.0000000000,18.1892881418
6830000000.0000000000,18.2215929695
6834999999.9999990463,18.2538698445
6840000000.0000009537,18.2861541111
6845000000.0000009537,18.3184457781
6850000000.0000000000,18.3507448541
6855000000.0000000000,18.3830494471
6859999999.9999990463,18.4153366768
6865000000.0000000000,18.4476313520
6870000000.0000000000,18.4799334817
6875000000.0000000000,18.5122430746
6880000000.0000000000,18.5445580938
6885000000.0000000000,18.5768578168
6890000000.0000009537,18.6091650404
6895000000.0000000000,18.6414797735
6900000000.0000000000,18.6738020251
6904999999.9999990463,18.7061272927
6909999999.9999990463,18.7384165141
6915000000.0000009537,18.7707132861
6920000000.0000000000,18.8030176179
6925000000.0000000000,18.8353295184
6930000000.0000000000,18.8676474391
6935000000.0000000000,18.8999596743
6940000000.0000000000,18.9322795169
6945000000.0000000000,18.9646069763
6950000000.0000000000,18.9969420617
6955000000.0000000000,19.0292797179
6959999999.9999990463,19.0615865054
6965000000.0000009537,19.0939009566
6970000000.0000009537,19.1262230808
6975000000.0000000000,19.1585528874
6980000000.0000000000,19.1908883466
6984999999.9999990463,19.2232175682
6990000000.0000000000,19.2555545063
6995000000.0000000000,19.2878991703
7000000000.0000000000,19.3202515699
7005000000.0000000000,19.3526070543
7010000000.0000000000,19.3849413841
7015000000.0000009537,19.4172834886
7020000000.0000000000,19.4496333773
7025000000.0000000000,19.4819910599
7029999999.9999990463,19.5143514432
7034999999.9999990463,19.5466907272
7040000000.0000009537,19.5790378402
7045000000.0000000000,19.6113927918
7050000000.0000000000,19.6437555919
7055000000.0000000000,19.6761244391
7060000000.0000000000,19.7084917367
7065000000.0000000000,19.7408669226
7070000000.0000000000,19.7732500066
7075000000.0000000000,19.8056409984
7080000000.0000000000,19.8380339749
7084999999.9999990463,19.8704064401
7090000000.0000009537,19.9027868479
7095000000.0000009537,19.9351752083
7100000000.0000000000,19.9675715312
7105000000.0000000000,19.9999698165
7109999999.9999990463,20.0323493989
7115000000.0000000000,20.0647369792
7120000000.0000000000,20.0971325676
7125000000.0000000000,20.1295361742
7130000000.0000000000,20.1619458364
7135000000.0000000000,20.1943554021
7140000000.0000009537,20.2267730298
7145000000.0000000000,20.2591987298
7150000000.0000000000,20.2916325120
7154999999.9999990463,20.3240676177
7159999999.9999990463,20.3564847678
7165000000.0000009537,20.3889100318
7170000000.0000000000,20.4213434200
7175000000.0000000000,20.4537849426
7180000000.0000000000,20.4862329522
7185000000.0000000000,20.5186831579
7190000000.0000000000,20.5511415431
7195000000.0000000000,20.5836081183
7200000000.0000000000,20.6160828938
7205000000.0000000000,20.6485584451
7209999999.9999990463,20.6810171604
7215000000.0000009537,20.7134841114
7220000000.0000009537,20.7459593084
7225000000.0000000000,20.7784427621
7230000000.0000000000,20.8109297242
7234999999.9999990463,20.8434098991
7240000000.0000000000,20.8758983691
7245000000.0000000000,20.9083951446
7250000000.0000000000,20.9409002364
7255000000.0000000000,20.9734087714
7260000000.0000000000,21.0059110908
7265000000.0000009537,21.0384217651
7270000000.0000000000,21.0709408049
7275000000.0000000000,21.1034682209
7279999999.9999990463,21.1360021478
7284999999.9999990463,21.1685392051
7290000000.0000009537,21.2010846802
7295000000.0000000000,21.2336385838
7300000000.0000000000,21.2662009267
7305000000.0000000000,21.2987637136
7310000000.0000000000,21.3313137324
7315000000.0000000000,21.3638722314
7320000000.0000000000,21.3964392214
7325000000.0000000000,21.4290147131
7330000000.0000000000,21.4615932363
7334999999.9999990463,21.4941665337
7340000000.0000009537,21.5267483680
7345000000.0000009537,21.5593387502
7350000000.0000000000,21.5919376910
7355000000.0000000000,21.6245435104
7359999999.9999990463,21.6571539005
7365000000.0000000000,21.6897728957
7370000000.0000000000,21.7224005070
7375000000.0000000000,21.7550367454
7380000000.0000000000,21.7876733794
7385000000.0000000000,21.8203000948
7390000000.0000009537,21.8529354758
7395000000.0000000000,21.8855795334
7400000000.0000000000,21.9182322788
7404999999.9999990463,21.9508914319
7409999999.9999990463,21.9835544049
7415000000.0000009537,22.0162261076
7420000000.0000000000,22.0489065513
7425000000.0000000000,22.0815957470
7430000000.0000000000,22.1142887173
7435000000.0000000000,22.1469803412
7440000000.0000000000,22.1796807624
7445000000.0000000000,22.2123899919
7450000000.0000000000,22.2451080411
7455000000.0000000000,22.2778332243
7459999999.9999990463,22.3105639768
7465000000.0000009537,22.3433035886
7470000000.0000009537,22.3760520710
7475000000.0000000000,22.4088094353
7480000000.0000000000,22.4415701873
7484999999.9999990463,22.4743297424
7490000000.0000000000,22.5070982246
7495000000.0000000000,22.5398756452
7500000000.0000000000,22.5726620157
7505000000.0000000000,22.6054519921
7510000000.0000000000,22.6382415809
7515000000.0000009537,22.6710401615
7520000000.0000000000,22.7038477454
7525000000.0000000000,22.7366643442
7529999999.9999990463,22.7694885193
7534999999.9999990463,22.8023193220
7540000000.0000009537,22.8351591839
7545000000.0000000000,22.8680081165
7550000000.0000000000,22.9008661314
7555000000.0000000000,22.9337283742
7560000000.0000000000,22.9665919946
7565000000.0000000000,22.9994647406
7570000000.0000000000,23.0323466242
7575000000.0000000000,23.0652376568
7580000000.0000000000,23.0981320321
7584999999.9999990463,23.1310267702
7590000000.0000009537,23.1639306999
7595000000.0000009537,23.1968438327
7600000000.0000000000,23.2297661807
7605000000.0000000000,23.2627016414
7609999999.9999990463,23.2956519725
7615000000.0000000000,23.3286115708
7620000000.0000000000,23.3615804483
7625000000.0000000000,23.3945586168
7630000000.0000000000,23.4275364382
7635000000.0000000000,23.4605102526
7640000000.0000009537,23.4934933998
7645000000.0000000000,23.5264858919
7650000000.0000000000,23.5594877407
7654999999.9999990463,23.5925035264
7659999999.9999990463,23.6255347284
7665000000.0000009537,23.6585753366
7670000000.0000000000,23.6916253631
7675000000.0000000000,23.7246848199
7680000000.0000000000,23.7577485392
7685000000.0000000000,23.7908151984
7690000000.0000000000,23.8238913364
7695000000.0000000000,23.8569769653
7700000000.0000000000,23.8900720973
7705000000.0000000000,23.9231712165
7709999999.9999990463,23.9562732129
7715000000.0000009537,23.9893847533
7720000000.0000009537,24.0225058499
7725000000.0000000000,24.0556365150
7730000000.0000000000,24.0887824681
7734999999.9999990463,24.1219445937
7740000000.0000000000,24.1551163427
7745000000.0000000000,24.1882977273
7750000000.0000000000,24.2214887598
7755000000.0000000000,24.2546846744
7760000000.0000000000,24.2878850125
7765000000.0000009537,24.3210950450
7770000000.0000000000,24.3543147843
7775000000.0000000000,24.3875442426
7779999999.9999990463,24.4207853728
7784999999.9999990463,24.4540383004
7790000000.0000009537,24.4873010016
7795000000.0000000000,24.5205734891
7800000000.0000000000,24.5538557753
7805000000.0000000000,24.5871472817
7810000000.0000000000,24.6204480231
7815000000.0000000000,24.6537586075
7820000000.0000000000,24.6870790474
7825000000.0000000000,24.7204093554
7830000000.0000000000,24.7537514471
7834999999.9999990463,24.7871052734
7840000000.0000009537,24.8204690229
7845000000.0000009537,24.8538427081
7850000000.0000000000,24.8872263418
7855000000.0000000000,24.9206159023
7859999999.9999990463,24.9540117388
7865000000.0000000000,24.9874175725
7870000000.0000000000,25.0208334161
7875000000.0000000000,25.0542592826
7880000000.0000000000,25.0877040690
7885000000.0000000000,25.1211667227
7890000000.0000009537,25.1546394585
7895000000.0000000000,25.1881222891
7900000000.0000000000,25.2216152273
7904999999.9999990463,25.2551196508
7909999999.9999990463,25.2886353624
7915000000.0000009537,25.3221612331
7920000000.0000000000,25.3556972758
7925000000.0000000000,25.3892435035
7930000000.0000000000,25.4228024232
7935000000.0000000000,25.4563735644
7940000000.0000000000,25.4899549436
7945000000.0000000000,25.5235465736
7950000000.0000000000,25.5571484678
7955000000.0000000000,25.5907641970
7959999999.9999990463,25.6243929543
7965000000.0000009537,25.6580320300
7970000000.0000009537,25.6916814373
7975000000.0000000000,25.7253411893
7980000000.0000000000,25.7590145770
7984999999.9999990463,25.7927007474
7990000000.0000000000,25.8263973207
7995000000.0000000000,25.8601043100
8000000000.0000000000,25.8938217286
8004999999.9999990463,25.9275532588
8010000000.0000000000,25.9612978194
8015000000.0000009537,25.9950528643
8020000000.0000000000,26.0288184069
8025000000.0000000000,26.0625944606
8029999999.9999990463,26.0963923853
8035000000.0000000000,26.1302084301
8040000000.0000009537,26.1640350488
8045000000.0000000000,26.1978722548
8050000000.0000009537,26.2317200614
8055000000.0000000000,26.2655837946
8059999999.9999990463,26.2994615483
8065000000.0000009537,26.3333499601
8070000000.0000000000,26.3672490436
8074999999.9999990463,26.4011588124
8080000000.0000000000,26.4350832779
8084999999.9999990463,26.4690208918
8090000000.0000000000,26.5029692474
8095000000.0000009537,26.5369283581
8100000000.0000000000,26.5708982377
8105000000.0000000000,26.6048853382
8109999999.9999990463,26.6388869728
8115000000.0000000000,26.6728994391
8120000000.0000009537,26.7069227510
8125000000.0000000000,26.7409569223
8129999999.9999990463,26.7750148023
8135000000.0000000000,26.8090906502
8140000000.0000009537,26.8431774188
8145000000.0000000000,26.8772751219
8150000000.0000000000,26.9113837735
8154999999.9999990463,26.9455178906
8160000000.0000000000,26.9796706036
8165000000.0000009537,27.0138343319
8170000000.0000000000,27.0480090897
8175000000.0000009537,27.0821948909
8180000000.0000000000,27.1163996372
8184999999.9999990463,27.1506194020
8190000000.0000009537,27.1848502717
8195000000.0000000000,27.2190922606
8199999999.9999990463,27.2533453828
8205000000.0000000000,27.2876236075
8209999999.9999990463,27.3219196145
8215000000.0000000000,27.3562268179
8220000000.0000009537,27.3905452320
8225000000.0000000000,27.4248748709
8230000000.0000000000,27.4592248231
8234999999.9999990463,27.4935901260
8240000000.0000000000,27.5279667211
8245000000.0000009537,27.5623546225
8250000000.0000000000,27.5967538446
8254999999.9999990463,27.6311816997
8260000000.0000000000,27.6656282988
8265000000.0000009537,27.7000862892
8270000000.0000000000,27.7345556856
8275000000.0000000000,27.7690365024
8279999999.9999990463,27.8035392706
8285000000.0000000000,27.8380577526
8290000000.0000009537,27.8725877206
8295000000.0000000000,27.9071291892
8300000000.0000009537,27.9416821730
8305000000.0000000000,27.9762712420
8309999999.9999990463,28.0108812477
