freq,phase(Zin2)
3920000000.0000004768,-83.0024545494
3925000000.0000000000,-82.8690257918
3929999999.9999995232,-82.7309315220
3935000000.0000000000,-82.5879085059
3940000000.0000000000,-82.4392716461
3945000000.0000004768,-82.2850039015
3950000000.0000000000,-82.1249116607
3954999999.9999995232,-81.9586426929
3960000000.0000000000,-81.7858159789
3965000000.0000000000,-81.6054029990
3970000000.0000000000,-81.4174004869
3975000000.0000000000,-81.2215160078
3979999999.9999995232,-81.0172248673
3985000000.0000004768,-80.8039551578
3990000000.0000000000,-80.5809131698
3995000000.0000000000,-80.3475906077
4000000000.0000000000,-80.1033024516
4005000000.0000000000,-79.8472368602
4010000000.0000000000,-79.5785007612
4014999999.9999995232,-79.2955405787
4020000000.0000004768,-78.9977456707
4025000000.0000004768,-78.6840836746
4029999999.9999995232,-78.3532330811
4035000000.0000000000,-78.0037237788
4040000000.0000000000,-77.6340926149
4045000000.0000000000,-77.2425260022
4050000000.0000000000,-76.8269673788
4054999999.9999995232,-76.3851368771
4060000000.0000004768,-75.9144628655
4064999999.9999995232,-75.4119719916
4070000000.0000004768,-74.8746159925
4075000000.0000000000,-74.2987117646
4080000000.0000000000,-73.6800109586
4085000000.0000000000,-73.0136386951
4090000000.0000000000,-72.2945897079
4095000000.0000004768,-71.5163265358
4099999999.9999995232,-70.6713200203
4104999999.9999995232,-69.7509038891
4110000000.0000004768,-68.7449308720
4115000000.0000000000,-67.6439627100
4120000000.0000000000,-66.4329171782
4125000000.0000000000,-65.0949474382
4130000000.0000000000,-63.6105225996
4135000000.0000000000,-61.9563522694
4139999999.9999995232,-60.1091245501
4145000000.0000004768,-58.0340754988
4150000000.0000004768,-55.6916063170
4154999999.9999995232,-53.0356717596
4160000000.0000000000,-50.0124740770
4165000000.0000000000,-46.5732453447
4170000000.0000000000,-42.6456121738
4175000000.0000000000,-38.1601120075
4179999999.9999995232,-33.0560376163
4185000000.0000004768,-27.2941713417
4189999999.9999995232,-20.9050437333
4195000000.0000004768,-13.9400018205
4200000000.0000000000,-6.5413804101
4205000000.0000000000,1.0713093233
4210000000.0000000000,8.6373900596
4215000000.0000000000,15.8662550105
4220000000.0000004768,22.5995071877
4224999999.9999995232,28.7274015853
4229999999.9999995232,34.2081162592
4235000000.0000004768,39.0548031531
4240000000.0000000000,43.2890386820
4245000000.0000000000,46.9995234976
4250000000.0000000000,50.2545450461
4255000000.0000000000,53.1159233289
4260000000.0000000000,55.6393426644
4264999999.9999995232,57.8592980697
4270000000.0000004768,59.8325003058
4275000000.0000004768,61.5953645240
4279999999.9999995232,63.1771621661
4285000000.0000000000,64.6025306581
4290000000.0000000000,65.8810810806
4295000000.0000000000,67.0419665937
4300000000.0000000000,68.1008846538
4305000000.0000000000,69.0701945424
4310000000.0000009537,69.9604344963
4314999999.9999990463,70.7731049646
4320000000.0000000000,71.5237349602
4325000000.0000000000,72.2195519379
4330000000.0000000000,72.8662503323
4335000000.0000000000,73.4687857563
4340000000.0000000000,74.0260145826
4345000000.0000009537,74.5473644134
4350000000.0000000000,75.0365098737
4355000000.0000000000,75.4963432178
4360000000.0000000000,75.9294274178
4365000000.0000000000,76.3327248673
4370000000.0000000000,76.7136996417
4375000000.0000000000,77.0744407416
4380000000.0000000000,77.4165396829
4385000000.0000000000,77.7414277515
4390000000.0000000000,78.0462310494
4395000000.0000000000,78.3363840666
4400000000.0000000000,78.6131090980
4404999999.9999990463,78.8773427492
4410000000.0000000000,79.1299374486
4415000000.0000000000,79.3682638188
4420000000.0000000000,79.5965424741
4425000000.0000000000,79.8155204294
4430000000.0000000000,80.0257791165
4435000000.0000009537,80.2278529025
4439999999.9999990463,80.4186189535
4445000000.0000000000,80.6022622820
4450000000.0000000000,80.7792648229
4455000000.0000000000,80.9500023200
4460000000.0000000000,81.1148228852
4465000000.0000000000,81.2712344533
4470000000.0000009537,81.4224677522
4475000000.0000000000,81.5688188867
4480000000.0000000000,81.7105398236
4485000000.0000000000,81.8478587814
4490000000.0000000000,81.9784549163
4495000000.0000000000,82.1051965126
4500000000.0000000000,82.2282692457
4505000000.0000000000,82.3478471087
4510000000.0000000000,82.4640521257
4515000000.0000000000,82.5741969334
4520000000.0000000000,82.6814248870
4525000000.0000000000,82.7858656801
4529999999.9999990463,82.8876414588
4535000000.0000000000,82.9868097038
4540000000.0000000000,83.0813350949
4545000000.0000000000,83.1736107104
4550000000.0000000000,83.2637294256
4555000000.0000000000,83.3517790894
4560000000.0000009537,83.4377546143
4564999999.9999990463,83.5195196800
4570000000.0000000000,83.5995387311
4575000000.0000000000,83.6778789912
4580000000.0000000000,83.7546042862
4585000000.0000000000,83.8296734888
4590000000.0000000000,83.9012407450
4595000000.0000009537,83.9714403834
4600000000.0000000000,84.0403217179
4605000000.0000000000,84.1079317254
4610000000.0000000000,84.1741936770
4615000000.0000000000,84.2373640865
4620000000.0000000000,84.2994599270
4625000000.0000000000,84.3605176298
4630000000.0000000000,84.4205720007
4635000000.0000000000,84.4795011648
4640000000.0000000000,84.5354685509
4645000000.0000000000,84.5905969123
4650000000.0000000000,84.6449130773
4654999999.9999990463,84.6984427441
4660000000.0000000000,84.7510371822
4665000000.0000000000,84.8009674915
4670000000.0000000000,84.8502468096
4675000000.0000000000,84.8988948376
4680000000.0000000000,84.9469304909
4685000000.0000009537,84.9941874440
4689999999.9999990463,85.0390889857
4695000000.0000000000,85.0834906498
4700000000.0000000000,85.1274067848
4705000000.0000000000,85.1708511958
4710000000.0000000000,85.2136319290
4715000000.0000000000,85.2542279706
4720000000.0000009537,85.2944492659
4725000000.0000000000,85.3343060437
4730000000.0000000000,85.3738081639
4735000000.0000000000,85.4127205486
4740000000.0000000000,85.4494490316
4745000000.0000000000,85.4859107851
4750000000.0000000000,85.5221127467
4755000000.0000000000,85.5580616149
4760000000.0000000000,85.5935254076
4765000000.0000000000,85.6271298978
4770000000.0000000000,85.6605560295
4775000000.0000000000,85.6938082285
4779999999.9999990463,85.7268907749
4785000000.0000000000,85.7595122360
4790000000.0000000000,85.7901516602
4795000000.0000000000,85.8206940780
4800000000.0000000000,85.8511417875
4805000000.0000000000,85.8814970135
4810000000.0000009537,85.9114539049
4814999999.9999990463,85.9395956688
4820000000.0000000000,85.9677112044
4825000000.0000000000,85.9958010953
4830000000.0000000000,86.0238659067
4835000000.0000000000,86.0515406190
4840000000.0000000000,86.0773097366
4845000000.0000009537,86.1031192149
4850000000.0000000000,86.1289681489
4855000000.0000000000,86.1548556586
4860000000.0000000000,86.1804206817
4865000000.0000000000,86.2043163843
4870000000.0000000000,86.2283113755
4875000000.0000000000,86.2524035342
4880000000.0000000000,86.2765907969
4885000000.0000000000,86.3004280370
4890000000.0000000000,86.3224147862
4895000000.0000000000,86.3445606931
4900000000.0000000000,86.3668624874
4904999999.9999990463,86.3893169849
4910000000.0000000000,86.4114757577
4915000000.0000000000,86.4319720196
4920000000.0000000000,86.4526836600
4925000000.0000000000,86.4736064063
4930000000.0000000000,86.4947360941
4935000000.0000009537,86.5155190598
4939999999.9999990463,86.5344185263
4945000000.0000000000,86.5535931952
4950000000.0000000000,86.5730377872
4955000000.0000000000,86.5927471518
4960000000.0000000000,86.6121288209
4965000000.0000000000,86.6296888428
4970000000.0000009537,86.6475852043
4975000000.0000000000,86.6658116500
4980000000.0000000000,86.6843620717
4985000000.0000000000,86.7025906568
4990000000.0000000000,86.7190186858
4995000000.0000000000,86.7358475552
5000000000.0000000000,86.7530700212
5005000000.0000000000,86.7706790040
5010000000.0000000000,86.7878856121
5015000000.0000000000,86.8030401018
5020000000.0000000000,86.8186686309
5025000000.0000000000,86.8347628602
5029999999.9999990463,86.8513146320
5035000000.0000000000,86.8674847373
5040000000.0000000000,86.8816795208
5045000000.0000000000,86.8964294185
5050000000.0000000000,86.9117248896
5055000000.0000000000,86.9275565926
5060000000.0000009537,86.9428943148
5064999999.9999990463,86.9559522591
5070000000.0000000000,86.9696607297
5075000000.0000000000,86.9840087752
5080000000.0000000000,86.9989856620
5085000000.0000000000,87.0134573165
5090000000.0000000000,87.0256418877
5095000000.0000009537,87.0385888792
5100000000.0000000000,87.0522856542
5105000000.0000000000,87.0667198151
5110000000.0000000000,87.0805180084
5115000000.0000000000,87.0917224035
5120000000.0000000000,87.1038253174
5125000000.0000000000,87.1168120126
5130000000.0000000000,87.1306680123
5135000000.0000000000,87.1437734293
5140000000.0000000000,87.1540410461
5145000000.0000000000,87.1653775121
5150000000.0000000000,87.1777653267
5154999999.9999990463,87.1911872723
5160000000.0000000000,87.2037038229
5165000000.0000000000,87.2130629516
5170000000.0000000000,87.2237059359
5175000000.0000000000,87.2356115534
5180000000.0000000000,87.2487588819
5185000000.0000009537,87.2607144322
5189999999.9999990463,87.2689388005
5195000000.0000000000,87.2787290062
5200000000.0000000000,87.2900584659
5205000000.0000000000,87.3029008950
5210000000.0000000000,87.3142865847
5215000000.0000000000,87.3214650590
5220000000.0000009537,87.3305847607
5225000000.0000000000,87.3416109367
5230000000.0000000000,87.3545090764
5235000000.0000000000,87.3654539611
5240000000.0000000000,87.3713079295
5245000000.0000000000,87.3796136021
5250000000.0000000000,87.3903228729
5255000000.0000000000,87.4033876577
5260000000.0000000000,87.4138538719
5265000000.0000000000,87.4181662198
5270000000.0000000000,87.4256339594
5275000000.0000000000,87.4361852737
5279999999.9999990463,87.4497476694
5285000000.0000000000,87.4597891677
5290000000.0000000000,87.4622453524
5295000000.0000000000,87.4688022698
5300000000.0000000000,87.4793435941
5305000000.0000000000,87.4937502538
5310000000.0000009537,87.5034106573
5314999999.9999990463,87.5037194141
5320000000.0000000000,87.5092923335
5325000000.0000000000,87.5199308335
5330000000.0000000000,87.5354280605
5335000000.0000000000,87.5449559115
5340000000.0000000000,87.5434445606
5345000000.0000009537,87.5482367301
5350000000.0000000000,87.5590275588
5355000000.0000000000,87.5754932348
5360000000.0000000000,87.5853161652
5365000000.0000000000,87.5831333516
5370000000.0000000000,87.5874877564
5375000000.0000000000,87.5981208511
5380000000.0000000000,87.6147455731
5385000000.0000000000,87.6246170104
5390000000.0000000000,87.6223198768
5395000000.0000000000,87.6261496489
5400000000.0000000000,87.6361518746
5404999999.9999990463,87.6523374235
5410000000.0000000000,87.6621598613
5415000000.0000000000,87.6602880938
5420000000.0000000000,87.6640710234
5425000000.0000000000,87.6736748385
5430000000.0000000000,87.6892348124
5435000000.0000009537,87.6990450876
5439999999.9999990463,87.6982897460
5445000000.0000000000,87.7023028197
5450000000.0000000000,87.7111738220
5455000000.0000000000,87.7249760110
5460000000.0000000000,87.7341206173
5465000000.0000000000,87.7350754724
5470000000.0000009537,87.7397007296
5475000000.0000000000,87.7480219106
5480000000.0000000000,87.7600580151
5485000000.0000000000,87.7683127219
5490000000.0000000000,87.7704932098
5495000000.0000000000,87.7754097927
5500000000.0000000000,87.7830623079
5505000000.0000000000,87.7934481390
5510000000.0000000000,87.8008317485
5515000000.0000000000,87.8038219423
5520000000.0000000000,87.8088572638
5525000000.0000000000,87.8159298093
5529999999.9999990463,87.8250307509
5535000000.0000000000,87.8317727756
5540000000.0000000000,87.8353540981
5545000000.0000000000,87.8404862479
5550000000.0000000000,87.8471600117
5555000000.0000000000,87.8553658329
5560000000.0000009537,87.8616238897
5564999999.9999990463,87.8655016666
5570000000.0000000000,87.8705794347
5575000000.0000000000,87.8768486788
5580000000.0000000000,87.8843007677
5585000000.0000000000,87.8901606248
5590000000.0000000000,87.8942349405
5595000000.0000009537,87.8992562283
5600000000.0000000000,87.9052171522
5605000000.0000000000,87.9121103517
5610000000.0000000000,87.9176578305
5615000000.0000000000,87.9218160430
5620000000.0000000000,87.9267333568
5625000000.0000000000,87.9324036202
5630000000.0000000000,87.9388206935
5635000000.0000000000,87.9440977717
5640000000.0000000000,87.9482901468
5645000000.0000000000,87.9531022225
5650000000.0000000000,87.9585288585
5654999999.9999990463,87.9645649401
5660000000.0000000000,87.9696001727
5665000000.0000000000,87.9737548534
5670000000.0000000000,87.9784218426
5675000000.0000000000,87.9835968494
5680000000.0000000000,87.9892756122
5685000000.0000009537,87.9941055106
5689999999.9999990463,87.9982446730
5695000000.0000000000,88.0028125845
5700000000.0000000000,88.0078056479
5705000000.0000000000,88.0132202942
5710000000.0000000000,88.0178860373
5715000000.0000000000,88.0219882591
5720000000.0000009537,88.0264531868
5725000000.0000000000,88.0312777875
5730000000.0000000000,88.0364590546
5735000000.0000000000,88.0409447735
5740000000.0000000000,88.0449436649
5745000000.0000000000,88.0492526329
5750000000.0000000000,88.0538691026
5755000000.0000000000,88.0587905225
5760000000.0000000000,88.0631137957
5765000000.0000000000,88.0670507061
5770000000.0000000000,88.0712549442
5775000000.0000000000,88.0757243103
5779999999.9999990463,88.0804566251
5785000000.0000000000,88.0846161801
5790000000.0000000000,88.0884298255
5795000000.0000000000,88.0924761653
5800000000.0000000000,88.0967533047
5805000000.0000000000,88.1012593667
5810000000.0000009537,88.1052756067
5814999999.9999990463,88.1090207884
5820000000.0000000000,88.1129695475
5825000000.0000000000,88.1171202459
5830000000.0000000000,88.1214712613
5835000000.0000000000,88.1253737674
5840000000.0000000000,88.1290464414
5845000000.0000009537,88.1328984357
5850000000.0000000000,88.1369283255
5855000000.0000000000,88.1411346997
5860000000.0000000000,88.1448998660
5865000000.0000000000,88.1484520471
5870000000.0000000000,88.1521632368
5875000000.0000000000,88.1560321884
5880000000.0000000000,88.1600576672
5885000000.0000000000,88.1637015645
5890000000.0000000000,88.1671785528
5895000000.0000000000,88.1707972568
5900000000.0000000000,88.1745565802
5904999999.9999990463,88.1784554372
5910000000.0000000000,88.1820003349
5915000000.0000000000,88.1854024215
5920000000.0000000000,88.1889314713
5925000000.0000000000,88.1925865156
5930000000.0000000000,88.1963665949
5935000000.0000009537,88.1997872053
5939999999.9999990463,88.2030697403
5945000000.0000000000,88.2064666602
5950000000.0000000000,88.2099771044
5955000000.0000000000,88.2136002203
5960000000.0000000000,88.2169176522
5965000000.0000000000,88.2201311331
5970000000.0000009537,88.2234479264
5975000000.0000000000,88.2268672656
5980000000.0000000000,88.2303883918
5985000000.0000000000,88.2336224074
5990000000.0000000000,88.2367670710
5995000000.0000000000,88.2400054109
6000000000.0000000000,88.2433367420
6005000000.0000000000,88.2467603857
6010000000.0000000000,88.2498794776
6015000000.0000000000,88.2529065288
6020000000.0000000000,88.2560191722
6025000000.0000000000,88.2592167906
6029999999.9999990463,88.2624987725
6035000000.0000000000,88.2655573239
6040000000.0000000000,88.2685635483
6045000000.0000000000,88.2716478578
6050000000.0000000000,88.2748096970
6055000000.0000000000,88.2780485160
6060000000.0000009537,88.2809822209
6064999999.9999990463,88.2838338960
6070000000.0000000000,88.2867574634
6075000000.0000000000,88.2897524191
6080000000.0000000000,88.2928182641
6085000000.0000000000,88.2956874359
6090000000.0000000000,88.2985210192
6095000000.0000009537,88.3014205983
6100000000.0000000000,88.3043857174
6105000000.0000000000,88.3074159244
6110000000.0000000000,88.3101958153
6115000000.0000000000,88.3129232928
6120000000.0000000000,88.3157118306
6125000000.0000000000,88.3185610127
6130000000.0000000000,88.3214704269
6135000000.0000000000,88.3242053582
6140000000.0000000000,88.3269171783
6145000000.0000000000,88.3296853614
6150000000.0000000000,88.3325095289
6154999999.9999990463,88.3353893056
6160000000.0000000000,88.3380381937
6165000000.0000000000,88.3406478890
6170000000.0000000000,88.3433100351
6175000000.0000000000,88.3460242847
6180000000.0000000000,88.3487902932
6185000000.0000009537,88.3513339987
6189999999.9999990463,88.3538442239
6195000000.0000000000,88.3564034004
6200000000.0000000000,88.3590112085
6205000000.0000000000,88.3616673310
6210000000.0000000000,88.3641756752
6215000000.0000000000,88.3666744283
6220000000.0000009537,88.3692186918
6225000000.0000000000,88.3718081725
6230000000.0000000000,88.3744425796
6235000000.0000000000,88.3768694065
6240000000.0000000000,88.3792722928
6245000000.0000000000,88.3817178633
6250000000.0000000000,88.3842058466
6255000000.0000000000,88.3867359739
6260000000.0000000000,88.3890986992
6265000000.0000000000,88.3914499027
6270000000.0000000000,88.3938411257
6275000000.0000000000,88.3962721173
6279999999.9999990463,88.3987426287
6285000000.0000000000,88.4010525919
6290000000.0000000000,88.4033543142
6295000000.0000000000,88.4056935871
6300000000.0000000000,88.4080701785
6305000000.0000000000,88.4104838581
6310000000.0000009537,88.4127080849
6314999999.9999990463,88.4149196677
6320000000.0000000000,88.4171667088
6325000000.0000000000,88.4194489922
6330000000.0000000000,88.4217663032
6335000000.0000000000,88.4239682690
6340000000.0000000000,88.4261741493
6345000000.0000009537,88.4284133229
6350000000.0000000000,88.4306855892
6355000000.0000000000,88.4329907497
6360000000.0000000000,88.4351162163
6365000000.0000000000,88.4372349385
6370000000.0000000000,88.4393852760
6375000000.0000000000,88.4415670413
6380000000.0000000000,88.4437800478
6385000000.0000000000,88.4458527289
6390000000.0000000000,88.4479271134
6395000000.0000000000,88.4500314267
6400000000.0000000000,88.4521654934
6404999999.9999990463,88.4543291394
6409999999.9999990463,88.4563568537
6415000000.0000009537,88.4583881544
6420000000.0000000000,88.4604477966
6425000000.0000000000,88.4625356166
6430000000.0000000000,88.4646514516
6435000000.0000000000,88.4666003219
6440000000.0000000000,88.4685498737
6445000000.0000000000,88.4705264888
6450000000.0000000000,88.4725300127
6455000000.0000000000,88.4745602921
6459999999.9999990463,88.4764976435
6465000000.0000009537,88.4784461622
6470000000.0000009537,88.4804202557
6475000000.0000000000,88.4824197801
6480000000.0000000000,88.4844445924
6484999999.9999990463,88.4863094875
6490000000.0000000000,88.4881791028
6495000000.0000000000,88.4900732549
6500000000.0000000000,88.4919918072
6505000000.0000000000,88.4939346244
6510000000.0000000000,88.4957559140
6515000000.0000009537,88.4975869940
6520000000.0000000000,88.4994414540
6525000000.0000000000,88.5013191659
6529999999.9999990463,88.5032200022
6534999999.9999990463,88.5050027048
6540000000.0000009537,88.5067964428
6545000000.0000000000,88.5086125219
6550000000.0000000000,88.5104508211
6555000000.0000000000,88.5123112202
6560000000.0000000000,88.5140564119
6565000000.0000000000,88.5158137602
6570000000.0000000000,88.5175924872
6575000000.0000000000,88.5193924786
6580000000.0000000000,88.5212136208
6584999999.9999990463,88.5229220597
6590000000.0000009537,88.5246437013
6595000000.0000009537,88.5263858233
6600000000.0000000000,88.5281483177
6605000000.0000000000,88.5299310772
6609999999.9999990463,88.5315679328
6615000000.0000000000,88.5332175292
6620000000.0000000000,88.5348868943
6625000000.0000000000,88.5365759252
6630000000.0000000000,88.5382845194
6635000000.0000000000,88.5398856364
6640000000.0000009537,88.5415019175
6645000000.0000000000,88.5431371859
6650000000.0000000000,88.5447913439
6654999999.9999990463,88.5464642943
6659999999.9999990463,88.5480682422
6665000000.0000009537,88.5496887463
6670000000.0000000000,88.5513273906
6675000000.0000000000,88.5529840828
6680000000.0000000000,88.5546587315
6685000000.0000000000,88.5561939680
6690000000.0000000000,88.5577456676
6695000000.0000000000,88.5593149454
6700000000.0000000000,88.5609017131
6705000000.0000000000,88.5625054347
6709999999.9999990463,88.5640088378
6715000000.0000009537,88.5655292637
6720000000.0000009537,88.5670666279
6725000000.0000000000,88.5686208463
6730000000.0000000000,88.5701895836
6734999999.9999990463,88.5716270995
6740000000.0000000000,88.5730811473
6745000000.0000000000,88.5745516455
6750000000.0000000000,88.5760385135
6755000000.0000000000,88.5775397400
6760000000.0000000000,88.5789852617
6765000000.0000009537,88.5804466609
6770000000.0000000000,88.5819238604
6775000000.0000000000,88.5834167838
6779999999.9999990463,88.5849213522
6784999999.9999990463,88.5863383826
6790000000.0000009537,88.5877707596
6795000000.0000000000,88.5892184099
6800000000.0000000000,88.5906812603
6805000000.0000000000,88.5921524358
6810000000.0000000000,88.5935060557
6815000000.0000000000,88.5948746256
6820000000.0000000000,88.5962580746
6825000000.0000000000,88.5976563324
6830000000.0000000000,88.5990632705
6834999999.9999990463,88.6003898899
6840000000.0000009537,88.6017309854
6845000000.0000009537,88.6030864892
6850000000.0000000000,88.6044563341
6855000000.0000000000,88.6058335489
6859999999.9999990463,88.6071348567
6865000000.0000000000,88.6084502142
6870000000.0000000000,88.6097795564
6875000000.0000000000,88.6111228188
6880000000.0000000000,88.6124721715
6885000000.0000000000,88.6137487934
6890000000.0000009537,88.6150390633
6895000000.0000000000,88.6163429187
6900000000.0000000000,88.6176602979
6904999999.9999990463,88.6189822923
6909999999.9999990463,88.6202321566
6915000000.0000009537,88.6214952489
6920000000.0000000000,88.6227715094
6925000000.0000000000,88.6240608789
6930000000.0000000000,88.6253540637
6935000000.0000000000,88.6265814996
6940000000.0000000000,88.6278218232
6945000000.0000000000,88.6290749772
6950000000.0000000000,88.6303409044
6955000000.0000000000,88.6316051942
6959999999.9999990463,88.6327729712
6965000000.0000009537,88.6339533539
6970000000.0000009537,88.6351462869
6975000000.0000000000,88.6363517149
6980000000.0000000000,88.6375632356
6984999999.9999990463,88.6387436736
6990000000.0000000000,88.6399363182
6995000000.0000000000,88.6411411162
7000000000.0000000000,88.6423580148
7005000000.0000000000,88.6435706511
7010000000.0000000000,88.6446941012
7015000000.0000009537,88.6458295257
7020000000.0000000000,88.6469768729
7025000000.0000000000,88.6481360915
7029999999.9999990463,88.6492947938
7034999999.9999990463,88.6503953258
7040000000.0000009537,88.6515075234
7045000000.0000000000,88.6526313370
7050000000.0000000000,88.6537667171
7055000000.0000000000,88.6549011687
7060000000.0000000000,88.6559823183
7065000000.0000000000,88.6570748737
7070000000.0000000000,88.6581787869
7075000000.0000000000,88.6592940103
7080000000.0000000000,88.6604069284
7084999999.9999990463,88.6614659955
7090000000.0000009537,88.6625361877
7095000000.0000009537,88.6636174587
7100000000.0000000000,88.6647097625
7105000000.0000000000,88.6657988965
7109999999.9999990463,88.6668360837
7115000000.0000000000,88.6678841294
7120000000.0000000000,88.6689429889
7125000000.0000000000,88.6700126178
7130000000.0000000000,88.6710726504
7135000000.0000000000,88.6720595205
7140000000.0000009537,88.6730571086
7145000000.0000000000,88.6740653708
7150000000.0000000000,88.6750842639
7154999999.9999990463,88.6761051280
7159999999.9999990463,88.6771032988
7165000000.0000009537,88.6781118611
7170000000.0000000000,88.6791307730
7175000000.0000000000,88.6801599932
7180000000.0000000000,88.6811776137
7185000000.0000000000,88.6821267962
7190000000.0000000000,88.6830862485
7195000000.0000000000,88.6840559295
7200000000.0000000000,88.6850357986
7205000000.0000000000,88.6860095323
7209999999.9999990463,88.6869384753
7215000000.0000009537,88.6878774629
7220000000.0000009537,88.6888264555
7225000000.0000000000,88.6897854139
7230000000.0000000000,88.6907380291
7234999999.9999990463,88.6916490076
7240000000.0000000000,88.6925698305
7245000000.0000000000,88.6935004596
7250000000.0000000000,88.6944408566
7255000000.0000000000,88.6953742595
7260000000.0000000000,88.6962675003
7265000000.0000009537,88.6971703938
7270000000.0000000000,88.6980829029
7275000000.0000000000,88.6990049905
7279999999.9999990463,88.6999199961
7284999999.9999990463,88.7007977863
7290000000.0000009537,88.7016850597
7295000000.0000000000,88.7025817804
7300000000.0000000000,88.7034879123
7305000000.0000000000,88.7043768711
7310000000.0000000000,88.7052047948
7315000000.0000000000,88.7060420856
7320000000.0000000000,88.7068887082
7325000000.0000000000,88.7077446274
7330000000.0000000000,88.7086006030
7334999999.9999990463,88.7094426679
7340000000.0000009537,88.7102938570
7345000000.0000009537,88.7111541364
7350000000.0000000000,88.7120234723
7355000000.0000000000,88.7128750730
7359999999.9999990463,88.7136721422
7365000000.0000000000,88.7144782578
7370000000.0000000000,88.7152933865
7375000000.0000000000,88.7161174949
7380000000.0000000000,88.7169312079
7385000000.0000000000,88.7177102527
7390000000.0000009537,88.7184981752
7395000000.0000000000,88.7192949428
7400000000.0000000000,88.7201005235
7404999999.9999990463,88.7208964665
7409999999.9999990463,88.7216618161
7415000000.0000009537,88.7224359039
7420000000.0000000000,88.7232186982
7425000000.0000000000,88.7240101677
7430000000.0000000000,88.7247809665
7435000000.0000000000,88.7255009131
7440000000.0000000000,88.7262295207
7445000000.0000000000,88.7269667583
7450000000.0000000000,88.7277125950
7455000000.0000000000,88.7284581544
7459999999.9999990463,88.7291951434
7465000000.0000009537,88.7299405975
7470000000.0000009537,88.7306944866
7475000000.0000000000,88.7314567811
7480000000.0000000000,88.7321968387
7484999999.9999990463,88.7328890887
7490000000.0000000000,88.7335897341
7495000000.0000000000,88.7342987456
7500000000.0000000000,88.7350160939
7505000000.0000000000,88.7357213300
7510000000.0000000000,88.7363991449
7515000000.0000009537,88.7370852242
7520000000.0000000000,88.7377795392
7525000000.0000000000,88.7384820612
7529999999.9999990463,88.7391728185
7534999999.9999990463,88.7398385052
7540000000.0000009537,88.7405123406
7545000000.0000000000,88.7411942968
7550000000.0000000000,88.7418843461
7555000000.0000000000,88.7425613789
7560000000.0000000000,88.7432129552
7565000000.0000000000,88.7438725586
7570000000.0000000000,88.7445401619
7575000000.0000000000,88.7452157380
7580000000.0000000000,88.7458778694
7584999999.9999990463,88.7465155226
7590000000.0000009537,88.7471610844
7595000000.0000009537,88.7478145283
7600000000.0000000000,88.7484758278
7605000000.0000000000,88.7491133114
7609999999.9999990463,88.7497129035
7615000000.0000000000,88.7503203724
7620000000.0000000000,88.7509356918
7625000000.0000000000,88.7515588355
7630000000.0000000000,88.7521668286
7635000000.0000000000,88.7527509083
7640000000.0000009537,88.7533427428
7645000000.0000000000,88.7539423065
7650000000.0000000000,88.7545495740
7654999999.9999990463,88.7551442464
7659999999.9999990463,88.7557198575
7665000000.0000009537,88.7563031364
7670000000.0000000000,88.7568940582
7675000000.0000000000,88.7574925979
7680000000.0000000000,88.7580635427
7685000000.0000000000,88.7585977966
7690000000.0000000000,88.7591396716
7695000000.0000000000,88.7596891430
7700000000.0000000000,88.7602461863
7705000000.0000000000,88.7608007046
7709999999.9999990463,88.7613505950
7715000000.0000009537,88.7619079463
7720000000.0000009537,88.7624727347
7725000000.0000000000,88.7630449365
7730000000.0000000000,88.7635905741
7734999999.9999990463,88.7641045835
7740000000.0000000000,88.7646260322
7745000000.0000000000,88.7651548964
7750000000.0000000000,88.7656911528
7755000000.0000000000,88.7662113083
7760000000.0000000000,88.7667130088
7765000000.0000009537,88.7672220520
7770000000.0000000000,88.7677384148
7775000000.0000000000,88.7682620743
7779999999.9999990463,88.7687569524
7784999999.9999990463,88.7692212263
7790000000.0000009537,88.7696928146
7795000000.0000000000,88.7701716946
7800000000.0000000000,88.7706578436
7805000000.0000000000,88.7711422634
7810000000.0000000000,88.7716248695
7815000000.0000000000,88.7721146525
7820000000.0000000000,88.7726115903
7825000000.0000000000,88.7731156610
7830000000.0000000000,88.7735897756
7834999999.9999990463,88.7740354296
7840000000.0000009537,88.7744882350
7845000000.0000009537,88.7749481700
7850000000.0000000000,88.7754152128
7855000000.0000000000,88.7758648410
7859999999.9999990463,88.7762990423
7865000000.0000000000,88.7767403083
7870000000.0000000000,88.7771886177
7875000000.0000000000,88.7776439491
7880000000.0000000000,88.7780696318
7885000000.0000000000,88.7784701760
7890000000.0000009537,88.7788777711
7895000000.0000000000,88.7792923960
7900000000.0000000000,88.7797140297
7904999999.9999990463,88.7801189517
7909999999.9999990463,88.7805109819
7915000000.0000009537,88.7809099880
7920000000.0000000000,88.7813159494
7925000000.0000000000,88.7817288455
7930000000.0000000000,88.7821247714
7935000000.0000000000,88.7825084643
7940000000.0000000000,88.7828990609
7945000000.0000000000,88.7832965410
7950000000.0000000000,88.7837008843
7955000000.0000000000,88.7840879002
7959999999.9999990463,88.7844632447
7965000000.0000009537,88.7848454232
7970000000.0000009537,88.7852344157
7975000000.0000000000,88.7856302024
7980000000.0000000000,88.7859929299
7984999999.9999990463,88.7863333443
7990000000.0000000000,88.7866805730
7995000000.0000000000,88.7870345965
8000000000.0000000000,88.7873953952
8004999999.9999990463,88.7877383743
8010000000.0000000000,88.7880709512
