freq,phase(Zin2)
8015000000.0000009537,88.7884102749
8020000000.0000000000,88.7887563264
8025000000.0000000000,88.7891090863
8029999999.9999990463,88.7894294234
8035000000.0000000000,88.7897304252
8040000000.0000009537,88.7900381647
8045000000.0000000000,88.7903526229
8050000000.0000009537,88.7906737806
8055000000.0000000000,88.7909765854
8059999999.9999990463,88.7912701517
8065000000.0000009537,88.7915703914
8070000000.0000000000,88.7918772855
8074999999.9999990463,88.7921908155
8080000000.0000000000,88.7924856840
8084999999.9999990463,88.7927718517
8090000000.0000000000,88.7930646289
8095000000.0000009537,88.7933639971
8100000000.0000000000,88.7936699380
8105000000.0000000000,88.7939403683
8109999999.9999990463,88.7941930924
8115000000.0000000000,88.7944524104
8120000000.0000009537,88.7947183040
8125000000.0000000000,88.7949907551
8129999999.9999990463,88.7952458303
8135000000.0000000000,88.7954942949
8140000000.0000009537,88.7957493004
8145000000.0000000000,88.7960108289
8150000000.0000000000,88.7962788627
8154999999.9999990463,88.7965122627
8160000000.0000000000,88.7967306561
8165000000.0000009537,88.7969555838
8170000000.0000000000,88.7971870280
8175000000.0000009537,88.7974249711
8180000000.0000000000,88.7976432830
8184999999.9999990463,88.7978550700
8190000000.0000009537,88.7980733327
8195000000.0000000000,88.7982980536
8199999999.9999990463,88.7985292155
8205000000.0000000000,88.7987423570
8209999999.9999990463,88.7989503686
8215000000.0000000000,88.7991648056
8220000000.0000009537,88.7993856507
8225000000.0000000000,88.7996128871
8230000000.0000000000,88.7998022165
8234999999.9999990463,88.7999780695
8240000000.0000000000,88.8001603347
8245000000.0000009537,88.8003489951
8250000000.0000000000,88.8005440339
8254999999.9999990463,88.8007026988
8260000000.0000000000,88.8008495648
8265000000.0000009537,88.8010028375
8270000000.0000000000,88.8011625001
8275000000.0000000000,88.8013285358
8279999999.9999990463,88.8014739526
8285000000.0000000000,88.8016148437
8290000000.0000009537,88.8017620866
8295000000.0000000000,88.8019156647
8300000000.0000009537,88.8020755617
8305000000.0000000000,88.8022186645
8309999999.9999990463,88.8023592764
8315000000.0000009537,88.8025062006
8320000000.0000000000,88.8026594207
8324999999.9999990463,88.8028189207
8330000000.0000000000,88.8029386755
8334999999.9999990463,88.8030481493
8340000000.0000000000,88.8031639234
8345000000.0000009537,88.8032859816
8350000000.0000000000,88.8034143079
8355000000.0000000000,88.8035046073
8359999999.9999990463,88.8035861490
8365000000.0000000000,88.8036739867
8370000000.0000009537,88.8037681045
8375000000.0000000000,88.8038684865
8379999999.9999990463,88.8039493944
8385000000.0000000000,88.8040283345
8390000000.0000009537,88.8041135253
8395000000.0000000000,88.8042049510
8400000000.0000000000,88.8043025960
8404999999.9999990463,88.8043805463
8410000000.0000000000,88.8044569265
8415000000.0000009537,88.8045395134
8420000000.0000000000,88.8046282916
8425000000.0000009537,88.8047232456
8430000000.0000000000,88.8047619165
8434999999.9999990463,88.8047892269
8440000000.0000009537,88.8048227865
8445000000.0000000000,88.8048625800
8449999999.9999990463,88.8049085920
8455000000.0000000000,88.8049321616
8459999999.9999990463,88.8049543828
8465000000.0000000000,88.8049828024
8470000000.0000009537,88.8050174054
8475000000.0000000000,88.8050581765
8480000000.0000000000,88.8050785144
8484999999.9999990463,88.8050984733
8490000000.0000000000,88.8051245886
8495000000.0000009537,88.8051568454
8500000000.0000000000,88.8051952288
8504999999.9999990463,88.8051757216
8510000000.0000000000,88.8051477718
8515000000.0000009537,88.8051260192
8520000000.0000000000,88.8051104485
8525000000.0000000000,88.8051010450
8529999999.9999990463,88.8050683369
8535000000.0000000000,88.8050355406
8540000000.0000009537,88.8050088920
8545000000.0000000000,88.8049883764
8550000000.0000009537,88.8049739791
8555000000.0000000000,88.8049234449
8559999999.9999990463,88.8048708023
8565000000.0000009537,88.8048243179
8570000000.0000000000,88.8047839770
8574999999.9999990463,88.8047497649
8580000000.0000000000,88.8046916688
8584999999.9999990463,88.8046343011
8590000000.0000000000,88.8045830427
8595000000.0000000000,88.8045378793
8600000000.0000000000,88.8044987966
8605000000.0000000000,88.8044203163
8610000000.0000000000,88.8043404824
8615000000.0000000000,88.8042667608
8620000000.0000019073,88.8041991372
8625000000.0000000000,88.8041375973
8629999999.9999980927,88.8040361512
8635000000.0000000000,88.8039339593
8640000000.0000000000,88.8038378821
8645000000.0000000000,88.8037479055
8650000000.0000000000,88.8036640151
8655000000.0000000000,88.8035371024
8660000000.0000000000,88.8034096911
8665000000.0000000000,88.8032883895
8670000000.0000000000,88.8031731837
8675000000.0000000000,88.8030640595
8680000000.0000000000,88.8029114908
8684999999.9999980927,88.8027590679
8690000000.0000019073,88.8026127502
8695000000.0000000000,88.8024725236
8700000000.0000000000,88.8023383743
8705000000.0000000000,88.8021662705
8710000000.0000000000,88.8019956051
8715000000.0000000000,88.8018310530
8720000000.0000000000,88.8016726004
8725000000.0000000000,88.8015202333
8730000000.0000000000,88.8013451882
8735000000.0000000000,88.8011735586
8740000000.0000000000,88.8010080027
8745000000.0000019073,88.8008485068
8750000000.0000000000,88.8006950573
8754999999.9999980927,88.8004780508
8760000000.0000000000,88.8002616181
8765000000.0000000000,88.8000512943
8770000000.0000000000,88.7998470656
8775000000.0000000000,88.7996489184
8780000000.0000000000,88.7994306621
8785000000.0000000000,88.7992167470
8790000000.0000000000,88.7990089088
8795000000.0000000000,88.7988071339
8800000000.0000000000,88.7986114090
8805000000.0000000000,88.7983510252
8809999999.9999980927,88.7980929476
8815000000.0000019073,88.7978409801
8820000000.0000000000,88.7975951094
8825000000.0000000000,88.7973553218
8830000000.0000000000,88.7970950645
8835000000.0000000000,88.7968397921
8840000000.0000000000,88.7965905977
8845000000.0000000000,88.7963474678
8850000000.0000000000,88.7961103894
8855000000.0000000000,88.7958073387
8860000000.0000000000,88.7955082753
8865000000.0000000000,88.7952153228
8870000000.0000019073,88.7949284678
8875000000.0000000000,88.7946476969
8879999999.9999980927,88.7943265453
8885000000.0000000000,88.7940107007
8890000000.0000000000,88.7937009728
8895000000.0000000000,88.7933973484
8900000000.0000000000,88.7930998144
8905000000.0000000000,88.7927778936
8910000000.0000000000,88.7924618737
8915000000.0000000000,88.7921519318
8920000000.0000000000,88.7918480549
8925000000.0000000000,88.7915498793
8930000000.0000000000,88.7911880111
8934999999.9999980927,88.7908322714
8940000000.0000019073,88.7904826469
8945000000.0000000000,88.7901391248
8950000000.0000000000,88.7898005622
8955000000.0000000000,88.7893995249
8960000000.0000000000,88.7890046522
8965000000.0000000000,88.7886159311
8970000000.0000000000,88.7882333484
8975000000.0000000000,88.7878561421
8980000000.0000000000,88.7874584742
8985000000.0000000000,88.7870669388
8990000000.0000000000,88.7866815232
8995000000.0000019073,88.7863022143
9000000000.0000000000,88.7859261769
9004999999.9999980927,88.7854863475
9010000000.0000000000,88.7850526784
9015000000.0000000000,88.7846251566
9020000000.0000000000,88.7842037694
9025000000.0000000000,88.7837863510
9030000000.0000000000,88.7833341790
9035000000.0000000000,88.7828881782
9040000000.0000000000,88.7824483359
9045000000.0000000000,88.7820146392
9050000000.0000000000,88.7815826363
9055000000.0000000000,88.7810887079
9059999999.9999980927,88.7806009777
9065000000.0000019073,88.7801194328
9070000000.0000000000,88.7796440604
9075000000.0000000000,88.7791714916
9080000000.0000000000,88.7786622322
9085000000.0000000000,88.7781591736
9090000000.0000000000,88.7776623031
9095000000.0000000000,88.7771716080
9100000000.0000000000,88.7766832071
9105000000.0000000000,88.7761586965
9110000000.0000000000,88.7756403896
9115000000.0000000000,88.7751282739
9120000000.0000019073,88.7746223367
9125000000.0000000000,88.7741160441
9129999999.9999980927,88.7735538331
9135000000.0000000000,88.7729978569
9140000000.0000000000,88.7724481029
9145000000.0000000000,88.7719045584
9150000000.0000000000,88.7713599434
9155000000.0000000000,88.7707604010
9160000000.0000000000,88.7701671235
9165000000.0000000000,88.7695800982
9170000000.0000000000,88.7689993124
9175000000.0000000000,88.7684197629
9180000000.0000000000,88.7678089486
9184999999.9999980927,88.7672044077
9190000000.0000019073,88.7666061275
9195000000.0000000000,88.7660140956
9200000000.0000000000,88.7654195136
9205000000.0000000000,88.7647717790
9210000000.0000000000,88.7641303459
9215000000.0000000000,88.7634952015
9220000000.0000000000,88.7628663333
9225000000.0000000000,88.7622341813
9230000000.0000000000,88.7615496822
9235000000.0000000000,88.7608715120
9240000000.0000000000,88.7601996580
9245000000.0000019073,88.7595341078
9250000000.0000000000,88.7588689782
9254999999.9999980927,88.7581772142
9260000000.0000000000,88.7574917923
9265000000.0000000000,88.7568127000
9270000000.0000000000,88.7561399248
9275000000.0000000000,88.7554582396
9280000000.0000000000,88.7547044372
9285000000.0000000000,88.7539570234
9290000000.0000000000,88.7532159855
9295000000.0000000000,88.7524813110
9300000000.0000000000,88.7517462462
9305000000.0000000000,88.7509855168
9309999999.9999980927,88.7502311874
9315000000.0000019073,88.7494832454
9320000000.0000000000,88.7487416785
9325000000.0000000000,88.7479905119
9330000000.0000000000,88.7471754463
9335000000.0000000000,88.7463668377
9340000000.0000000000,88.7455646736
9345000000.0000000000,88.7447689415
9350000000.0000000000,88.7439705739
9355000000.0000000000,88.7431415521
9360000000.0000000000,88.7423189850
9365000000.0000000000,88.7415028600
9370000000.0000019073,88.7406931648
9375000000.0000000000,88.7398727779
9379999999.9999980927,88.7389935661
9385000000.0000000000,88.7381208700
9390000000.0000000000,88.7372546772
9395000000.0000000000,88.7363949751
9400000000.0000000000,88.7355284689
9405000000.0000000000,88.7346210646
9410000000.0000000000,88.7337202109
9415000000.0000000000,88.7328258952
9420000000.0000000000,88.7319381050
9425000000.0000000000,88.7310411494
9430000000.0000000000,88.7300982561
9434999999.9999980927,88.7291619335
9440000000.0000019073,88.7282321692
9445000000.0000000000,88.7273089506
9450000000.0000000000,88.7263733275
9455000000.0000000000,88.7253847273
9460000000.0000000000,88.7244027626
9465000000.0000000000,88.7234274210
9470000000.0000000000,88.7224586898
9475000000.0000000000,88.7214802398
9480000000.0000000000,88.7204601007
9485000000.0000000000,88.7194466228
9490000000.0000000000,88.7184397933
9495000000.0000019073,88.7174395999
9500000000.0000000000,88.7164243352
9504999999.9999980927,88.7153552108
9510000000.0000000000,88.7142928024
9515000000.0000000000,88.7132370975
9520000000.0000000000,88.7121880833
9525000000.0000000000,88.7111289633
9530000000.0000000000,88.7100323195
9535000000.0000000000,88.7089424215
9540000000.0000000000,88.7078592568
9545000000.0000000000,88.7067828129
9550000000.0000000000,88.7056894526
9555000000.0000000000,88.7045439416
9559999999.9999980927,88.7034052300
9565000000.0000019073,88.7022733051
9570000000.0000000000,88.7011481543
9575000000.0000000000,88.7000000066
9580000000.0000000000,88.6987884658
9585000000.0000000000,88.6975838059
9590000000.0000000000,88.6963860143
9595000000.0000000000,88.6951950780
9600000000.0000000000,88.6939919950
9605000000.0000000000,88.6927532958
9610000000.0000000000,88.6915215040
9615000000.0000000000,88.6902966070
9620000000.0000019073,88.6890785918
9625000000.0000000000,88.6878421841
9629999999.9999980927,88.6865590307
9635000000.0000000000,88.6852828406
9640000000.0000000000,88.6840136010
9645000000.0000000000,88.6827512992
9650000000.0000000000,88.6814696864
9655000000.0000000000,88.6801420858
9660000000.0000000000,88.6788215032
9665000000.0000000000,88.6775079256
9670000000.0000000000,88.6762013401
9675000000.0000000000,88.6748686544
9680000000.0000000000,88.6734795028
9684999999.9999980927,88.6720974528
9690000000.0000019073,88.6707224913
9695000000.0000000000,88.6693546053
9700000000.0000000000,88.6679642850
9705000000.0000000000,88.6665272130
9710000000.0000000000,88.6650972864
9715000000.0000000000,88.6636744921
9720000000.0000000000,88.6622588173
9725000000.0000000000,88.6608148593
9730000000.0000000000,88.6593165254
9735000000.0000000000,88.6578254167
9740000000.0000000000,88.6563415199
9745000000.0000019073,88.6548648220
9750000000.0000000000,88.6533572783
9754999999.9999980927,88.6517939389
9760000000.0000000000,88.6502378960
9765000000.0000000000,88.6486891361
9770000000.0000000000,88.6471476462
9775000000.0000000000,88.6455852835
9780000000.0000000000,88.6439858086
9785000000.0000000000,88.6423936912
9790000000.0000000000,88.6408089179
9795000000.0000000000,88.6392314754
9800000000.0000000000,88.6376141293
9805000000.0000000000,88.6359330141
9809999999.9999980927,88.6342593526
9815000000.0000019073,88.6325931315
9820000000.0000000000,88.6309343372
9825000000.0000000000,88.6292512705
9830000000.0000000000,88.6275300906
9835000000.0000000000,88.6258164158
9840000000.0000000000,88.6241102325
9845000000.0000000000,88.6224115272
9850000000.0000000000,88.6206700824
9855000000.0000000000,88.6188672138
9860000000.0000000000,88.6170719431
9865000000.0000000000,88.6152842566
9870000000.0000019073,88.6135041409
9875000000.0000000000,88.6116833934
9879999999.9999980927,88.6098071084
9885000000.0000000000,88.6079385258
9890000000.0000000000,88.6060776318
9895000000.0000000000,88.6042244125
9900000000.0000000000,88.6023347970
9905000000.0000000000,88.6003977115
9910000000.0000000000,88.5984683954
9915000000.0000000000,88.5965468349
9920000000.0000000000,88.5946330160
9925000000.0000000000,88.5926682942
9930000000.0000000000,88.5906412029
9934999999.9999980927,88.5886220103
9940000000.0000019073,88.5866107021
9945000000.0000000000,88.5846072642
9950000000.0000000000,88.5825648511
9955000000.0000000000,88.5804767559
9960000000.0000000000,88.5783966222
9965000000.0000000000,88.5763244357
9970000000.0000000000,88.5742601824
9975000000.0000000000,88.5721419055
9980000000.0000000000,88.5699638712
9985000000.0000000000,88.5677939238
9990000000.0000000000,88.5656320486
9995000000.0000019073,88.5634782315
10000000000.0000000000,88.5612767508
10005000000.0000000000,88.5590251626
10009999999.9999980927,88.5567817549
10015000000.0000000000,88.5545465130
10020000000.0000000000,88.5523194224
10025000000.0000000000,88.5500349702
10029999999.9999980927,88.5476932863
10035000000.0000000000,88.5453599025
10040000000.0000000000,88.5430348041
10045000000.0000000000,88.5407179763
10050000000.0000019073,88.5383399666
10055000000.0000000000,88.5359039420
10059999999.9999980927,88.5334763275
10065000000.0000019073,88.5310571081
10070000000.0000019073,88.5286462688
10074999999.9999980927,88.5261662749
10080000000.0000000000,88.5236239809
10085000000.0000000000,88.5210902384
10089999999.9999980927,88.5185650321
10095000000.0000000000,88.5160483467
10100000000.0000000000,88.5134689943
10105000000.0000000000,88.5108361171
10109999999.9999980927,88.5082119030
10115000000.0000000000,88.5055963365
10120000000.0000000000,88.5029894021
10125000000.0000000000,88.5003115120
10129999999.9999980927,88.4975759625
10135000000.0000000000,88.4948492205
10140000000.0000000000,88.4921312701
10145000000.0000000000,88.4894220957
10150000000.0000019073,88.4866352517
10154999999.9999980927,88.4837883471
10160000000.0000000000,88.4809503749
10165000000.0000019073,88.4781213191
10169999999.9999980927,88.4753011638
10175000000.0000000000,88.4723968730
10180000000.0000000000,88.4694307231
10185000000.0000000000,88.4664736716
10190000000.0000019073,88.4635257024
10195000000.0000000000,88.4605867990
10200000000.0000000000,88.4575681782
10205000000.0000000000,88.4544941575
10210000000.0000000000,88.4514293613
10215000000.0000000000,88.4483737729
10220000000.0000000000,88.4453273759
10225000000.0000000000,88.4421828635
10230000000.0000019073,88.4389731655
10234999999.9999980927,88.4357728776
10240000000.0000000000,88.4325819829
10245000000.0000019073,88.4294004644
10250000000.0000000000,88.4261129159
10254999999.9999980927,88.4227583678
10260000000.0000000000,88.4194133952
10265000000.0000000000,88.4160779808
10270000000.0000000000,88.4127521072
10275000000.0000000000,88.4093349216
10280000000.0000000000,88.4058636734
10285000000.0000000000,88.4024021596
10290000000.0000019073,88.3989503628
10295000000.0000000000,88.3955082652
10300000000.0000000000,88.3919500830
10305000000.0000000000,88.3883259529
10310000000.0000000000,88.3847117582
10315000000.0000000000,88.3811074809
10320000000.0000000000,88.3775131029
10325000000.0000000000,88.3737939936
10330000000.0000000000,88.3700075918
10334999999.9999980927,88.3662313041
10340000000.0000000000,88.3624651120
10345000000.0000000000,88.3587089970
10350000000.0000000000,88.3548202574
10355000000.0000000000,88.3508636946
10360000000.0000000000,88.3469174650
10365000000.0000000000,88.3429815497
10370000000.0000019073,88.3390559296
10375000000.0000000000,88.3350073622
10379999999.9999980927,88.3308999258
10385000000.0000000000,88.3268030181
10390000000.0000019073,88.3227166194
10394999999.9999980927,88.3186407105
10400000000.0000000000,88.3144118119
10405000000.0000000000,88.3101126863
10410000000.0000000000,88.3058243150
10415000000.0000000000,88.3015466781
10420000000.0000000000,88.2972797557
10425000000.0000000000,88.2928619250
10430000000.0000000000,88.2883790055
10434999999.9999980927,88.2839070795
10440000000.0000000000,88.2794461264
10445000000.0000000000,88.2749961259
10450000000.0000000000,88.2703711946
10455000000.0000019073,88.2656744217
10459999999.9999980927,88.2609888733
10465000000.0000000000,88.2563145283
10470000000.0000019073,88.2516513657
10474999999.9999980927,88.2468210895
10480000000.0000000000,88.2419267355
10485000000.0000000000,88.2370438703
10490000000.0000000000,88.2321724722
10495000000.0000019073,88.2273125194
10500000000.0000000000,88.2222605054
10505000000.0000000000,88.2171386161
10510000000.0000000000,88.2120284687
10515000000.0000019073,88.2069300406
10520000000.0000000000,88.2018433096
10525000000.0000000000,88.1965409165
10530000000.0000000000,88.1911643091
10535000000.0000019073,88.1857997533
10540000000.0000000000,88.1804472257
10545000000.0000000000,88.1751067032
10550000000.0000019073,88.1695553087
10554999999.9999980927,88.1639363597
10559999999.9999980927,88.1583297383
10565000000.0000019073,88.1527354203
10570000000.0000000000,88.1471533820
10574999999.9999980927,88.1413471692
10580000000.0000000000,88.1354737362
10585000000.0000000000,88.1296129337
10590000000.0000000000,88.1237647365
10595000000.0000019073,88.1179291201
10600000000.0000000000,88.1118187399
10605000000.0000000000,88.1056299722
10610000000.0000000000,88.0994541778
10615000000.0000019073,88.0932913307
10620000000.0000000000,88.0871414050
10625000000.0000000000,88.0807312818
10630000000.0000000000,88.0742528697
10634999999.9999980927,88.0677877689
10640000000.0000000000,88.0613359524
10645000000.0000000000,88.0548973932
10650000000.0000000000,88.0481796847
10654999999.9999980927,88.0413937257
10660000000.0000000000,88.0346214323
10665000000.0000000000,88.0278627763
10670000000.0000000000,88.0211177298
10675000000.0000019073,88.0140395188
10680000000.0000000000,88.0068844943
10684999999.9999980927,87.9997435259
10690000000.0000019073,87.9926165840
10695000000.0000019073,87.9855036396
10699999999.9999980927,87.9780715299
10705000000.0000000000,87.9705725221
10710000000.0000000000,87.9630879524
10714999999.9999980927,87.9556177901
10720000000.0000000000,87.9481620047
10725000000.0000000000,87.9403188245
10730000000.0000000000,87.9323993085
10734999999.9999980927,87.9244946724
10740000000.0000000000,87.9166048840
10745000000.0000000000,87.9087299112
10750000000.0000000000,87.9004758118
10754999999.9999980927,87.8921541353
10760000000.0000000000,87.8838477620
10765000000.0000000000,87.8755566581
10770000000.0000000000,87.8672807901
10775000000.0000019073,87.8585710653
10779999999.9999980927,87.8497900217
10785000000.0000000000,87.8410247416
10790000000.0000019073,87.8322751897
10794999999.9999980927,87.8235413304
10800000000.0000000000,87.8143565795
10805000000.0000000000,87.8051049644
10810000000.0000000000,87.7958696066
10815000000.0000019073,87.7866504687
10820000000.0000000000,87.7774475134
10825000000.0000000000,87.7677309106
10830000000.0000000000,87.7579448260
10835000000.0000000000,87.7481755145
10840000000.0000000000,87.7384229364
10845000000.0000000000,87.7286870523
10850000000.0000000000,87.7184179512
10855000000.0000019073,87.7080848686
10859999999.9999980927,87.6977691045
10865000000.0000000000,87.6874706171
10870000000.0000019073,87.6771893645
10875000000.0000000000,87.6663253652
10879999999.9999980927,87.6553994266
10885000000.0000000000,87.6444913500
10890000000.0000000000,87.6336010909
10895000000.0000000000,87.6227286049
10900000000.0000000000,87.6112004406
10905000000.0000000000,87.5996107386
10910000000.0000000000,87.5880395087
10915000000.0000019073,87.5764867033
10920000000.0000000000,87.5649522749
10925000000.0000000000,87.5527335275
10930000000.0000000000,87.5404601193
10935000000.0000000000,87.5282057990
10940000000.0000000000,87.5159705155
10945000000.0000000000,87.5037542184
10950000000.0000000000,87.4907841885
10955000000.0000000000,87.4777632220
10959999999.9999980927,87.4647619731
10965000000.0000000000,87.4517803874
10970000000.0000000000,87.4388184107
10975000000.0000000000,87.4250042710
10980000000.0000000000,87.4111423269
10985000000.0000000000,87.3973007957
10990000000.0000000000,87.3834796185
10995000000.0000019073,87.3696787368
11000000000.0000000000,87.3549906863
11004999999.9999980927,87.3402646092
11010000000.0000000000,87.3255596252
11015000000.0000019073,87.3108756709
11019999999.9999980927,87.2962126832
11025000000.0000000000,87.2805572007
11030000000.0000000000,87.2648702478
11035000000.0000000000,87.2492051185
11040000000.0000000000,87.2335617441
11045000000.0000000000,87.2179400560
11050000000.0000000000,87.2012241259
11055000000.0000000000,87.1844857549
11059999999.9999980927,87.1677699316
11065000000.0000000000,87.1510765814
11070000000.0000000000,87.1344056295
11075000000.0000000000,87.1165197031
11080000000.0000019073,87.0986223247
11084999999.9999980927,87.0807482851
11090000000.0000000000,87.0628975022
11095000000.0000019073,87.0450698944
11099999999.9999980927,87.0259573608
11105000000.0000000000,87.0068474565
11110000000.0000000000,86.9877616396
11115000000.0000000000,86.9686998202
11120000000.0000019073,86.9496619089
11125000000.0000000000,86.9291352750
11130000000.0000000000,86.9086259928
11135000000.0000000000,86.8881415661
11140000000.0000019073,86.8676818954
11145000000.0000000000,86.8472370380
11150000000.0000000000,86.8252395364
11155000000.0000000000,86.8032677494
11160000000.0000019073,86.7813215665
11165000000.0000000000,86.7594008774
11170000000.0000000000,86.7374741425
11175000000.0000019073,86.7137984478
11179999999.9999980927,86.6901492060
11184999999.9999980927,86.6665262935
11190000000.0000019073,86.6429295870
11195000000.0000000000,86.6193037138
11199999999.9999980927,86.5938413136
11205000000.0000000000,86.5684060436
11210000000.0000000000,86.5429977651
11215000000.0000000000,86.5176163402
11220000000.0000019073,86.4921759114
11225000000.0000000000,86.4647054639
11230000000.0000000000,86.4372627386
11235000000.0000000000,86.4098475788
11240000000.0000019073,86.3824598287
11245000000.0000000000,86.3549792286
11250000000.0000000000,86.3253007224
11255000000.0000000000,86.2956504195
11259999999.9999980927,86.2660281420
11265000000.0000000000,86.2364337125
11270000000.0000000000,86.2067044588
11275000000.0000000000,86.1745700620
11279999999.9999980927,86.1424641591
11285000000.0000000000,86.1103865465
11290000000.0000000000,86.0783370210
11295000000.0000000000,86.0461029808
11300000000.0000019073,86.0112315564
11305000000.0000000000,85.9763886487
11309999999.9999980927,85.9415740228
11315000000.0000019073,85.9067874443
11320000000.0000019073,85.8717580822
11324999999.9999980927,85.8338438767
11330000000.0000000000,85.7959578574
11335000000.0000000000,85.7580997515
11339999999.9999980927,85.7202692863
11345000000.0000000000,85.6821272371
11350000000.0000000000,85.6408281384
11355000000.0000000000,85.5995564049
11359999999.9999980927,85.5583117171
11365000000.0000000000,85.5170937555
11370000000.0000000000,85.4754779717
11375000000.0000000000,85.4303699597
11379999999.9999980927,85.3852878612
11385000000.0000000000,85.3402312987
11390000000.0000000000,85.2951998945
11395000000.0000000000,85.2496655990
11400000000.0000019073,85.2002414387
11404999999.9999980927,85.1508407883
11410000000.0000000000,85.1014631975
11415000000.0000019073,85.0521082154
11419999999.9999980927,85.0021356371
11425000000.0000000000,84.9479026336
11430000000.0000000000,84.8936895714
11435000000.0000000000,84.8394959092
11440000000.0000019073,84.7853211042
11445000000.0000000000,84.7303780686
11450000000.0000000000,84.6706675599
11455000000.0000000000,84.6109718080
11460000000.0000000000,84.5512901554
11465000000.0000000000,84.4916219420
11470000000.0000000000,84.4310080769
11475000000.0000000000,84.3650735310
11480000000.0000019073,84.2991463083
11484999999.9999980927,84.2332256017
11490000000.0000000000,84.1673106007
11495000000.0000019073,84.1002368120
11500000000.0000000000,84.0272229248
11504999999.9999980927,83.9542060063
11510000000.0000000000,83.8811850566
11515000000.0000000000,83.8081590705
11520000000.0000000000,83.7337120980
11525000000.0000000000,83.6525822740
11530000000.0000000000,83.5714350806
11535000000.0000000000,83.4902692658
11540000000.0000019073,83.4090835696
11545000000.0000000000,83.3261678638
11550000000.0000000000,83.2357532412
11555000000.0000000000,83.1453015507
11560000000.0000000000,83.0548112093
11565000000.0000000000,82.9642806222
11570000000.0000000000,82.8716346006
11575000000.0000000000,82.7705137249
11580000000.0000000000,82.6693288886
11584999999.9999980927,82.5680780700
11590000000.0000000000,82.4667592303
11595000000.0000000000,82.3628544671
11600000000.0000000000,82.2493285463
11605000000.0000000000,82.1357019090
11610000000.0000000000,82.0219719481
11615000000.0000000000,81.9081360309
11620000000.0000019073,81.7911492702
11625000000.0000000000,81.6632430605
11629999999.9999980927,81.5351861872
11635000000.0000000000,81.4069752578
11640000000.0000019073,81.2786068425
11644999999.9999980927,81.1463881721
11650000000.0000000000,81.0017064335
11655000000.0000000000,80.8568061479
11660000000.0000000000,80.7116828647
11665000000.0000000000,80.5663320795
11670000000.0000000000,80.4162888242
11675000000.0000000000,80.2520257411
11680000000.0000000000,80.0874519932
11684999999.9999980927,79.9225617037
11690000000.0000000000,79.7573489184
11695000000.0000000000,79.5863940707
11700000000.0000000000,79.3991296046
11705000000.0000019073,79.2114297183
11709999999.9999980927,79.0232866190
11715000000.0000000000,78.8346924031
11720000000.0000019073,78.6390953800
11724999999.9999980927,78.4248014692
11730000000.0000000000,78.2099037952
11735000000.0000000000,77.9943920127
11740000000.0000000000,77.7782556196
11745000000.0000019073,77.5535786234
11750000000.0000000000,77.3074299587
11755000000.0000000000,77.0604512836
11760000000.0000000000,76.8126289145
11765000000.0000019073,76.5639489525
11770000000.0000000000,76.3048778440
11775000000.0000000000,76.0211936753
11780000000.0000000000,75.7363784202
11785000000.0000019073,75.4504141829
11790000000.0000000000,75.1632827840
11795000000.0000000000,74.8635781617
11800000000.0000019073,74.5357506153
11804999999.9999980927,74.2063966151
11809999999.9999980927,73.8754932750
11815000000.0000019073,73.5430173631
11820000000.0000000000,73.1954253846
11824999999.9999980927,72.8158667786
11830000000.0000000000,72.4342736375
11835000000.0000000000,72.0506178884
11840000000.0000000000,71.6648710984
11845000000.0000019073,71.2611786636
11850000000.0000000000,70.8215716413
11855000000.0000000000,70.3792992996
11860000000.0000000000,69.9343297531
11865000000.0000019073,69.4866308806
11870000000.0000000000,69.0180260672
11875000000.0000000000,68.5097984445
11880000000.0000000000,67.9981639254
11884999999.9999980927,67.4830915289
11890000000.0000000000,66.9645504599
11895000000.0000000000,66.4223525407
11900000000.0000000000,65.8377145700
11904999999.9999980927,65.2488752113
11910000000.0000000000,64.6558150968
11915000000.0000000000,64.0585159860
11920000000.0000000000,63.4356539219
11925000000.0000019073,62.7693666571
11930000000.0000000000,62.0981608987
11934999999.9999980927,61.4220481388
11940000000.0000019073,60.7410425964
11945000000.0000019073,60.0344190678
11949999999.9999980927,59.2866751377
11955000000.0000000000,58.5335973713
11960000000.0000000000,57.7752553844
11964999999.9999980927,57.0117234713
11970000000.0000000000,56.2257056774
11975000000.0000000000,55.4058178976
11980000000.0000000000,54.5807788140
11984999999.9999980927,53.7507425360
11990000000.0000000000,52.9158689079
11995000000.0000000000,52.0663650237
12000000000.0000000000,51.1968176525
12004999999.9999980927,50.3231565616
12010000000.0000000000,49.4456242990
12015000000.0000000000,48.5644672273
12020000000.0000000000,47.6822738194
12025000000.0000019073,46.8009215319
12029999999.9999980927,45.9173801520
12035000000.0000000000,45.0319378535
12040000000.0000019073,44.1448806011
12044999999.9999980927,43.2759642033
12050000000.0000000000,42.4346488224
12055000000.0000000000,41.5936306671
12060000000.0000000000,40.7531541724
12065000000.0000019073,39.9134534908
12070000000.0000000000,39.1147408645
12075000000.0000000000,38.3728945648
12080000000.0000000000,37.6338327444
12085000000.0000000000,36.8976678917
12090000000.0000000000,36.1644972491
12095000000.0000000000,35.4953077064
12100000000.0000000000,34.9099831292
12105000000.0000019073,34.3295066803
12109999999.9999980927,33.7538415465
12115000000.0000000000,33.1829372534
12120000000.0000019073,32.6953371974
